posting_id,tipo,precio,m2,precio_m2,ambientes,dormitorios,zona,direccion,visibilidad,lat,lon,url,fuente,zona_geo
52817272,PH,600000,60,10000,2,1,Villa Ballester,Cuba 4239,EXACT,-34.5563789,-58.57273799999999,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-cuba-4239-ph-2-amb-con-patio-52817272.html,Zonaprop,Villa Zapiola
60042791,PH,1590000,130,12231,4,3,Villa Ballester,Libertad al 4800,EXACT,-34.5453888,-58.5499616,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-villa-ballester-60042791.html,Zonaprop,Villa Ballester
59960320,PH,1000000,100,10000,2,2,Villa Ballester,Calle 148 (Moreno) 1480,EXACT,-34.532,-58.556,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3-ambientes-en-alquiler-amoblado-excelente-59960320.html,Zonaprop,Villa Gregoria Matorras
60048646,PH,1200000,136,8824,4,3,General San Martín,Perdriel 3800,EXACT,-34.581726,-58.533611,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-departamento-ph-en-alquiler-en-san-martin-g.-b.-a.-60048646.html,Zonaprop,San Martín Centro
59963314,PH,600000,50,12000,2,1,Villa Ballester,Almirante Brown 3840,EXACT,-34.5578195,-58.564374,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-almirante-brown-3840.-departamento-2-ambientes.-ph-sin-59963314.html,Zonaprop,Villa Guido
59935372,PH,450000,36,12500,2,1,José León Suárez,Jose C PAZ al 2900,EXACT,-34.537254,-58.5755158,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-ambientes-a-2-cuadras-estacion-jose-leon-suarez-59935372.html,Zonaprop,Villa Godoy Cruz
59973459,PH,800000,62,12903,2,1,Villa Ballester,República 5500,EXACT,-34.54163361,-58.55667877,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-ambientes-amplios-con-patio-59973459.html,Zonaprop,Villa Ballester
59945004,PH,950000,177,5367,3,2,José León Suárez,Boulogne SUR MER al 7600,EXACT,-34.5297219,-58.5781808,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-casa-jose-leon-suarez-59945004.html,Zonaprop,Ciudad Jardín El Libertador
60062806,PH,750000,60,12500,3,2,San Martín Centro,San Lorenzo N°  al 2600,EXACT,-34.5757521,-58.5370965,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3ambientes-alquiler-60062806.html,Zonaprop,San Martín Centro
59666933,PH,740000,70,10571,2,1,Villa Ballester,Chivilcoy 6332,EXACT,-34.53174591,-58.55982208,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-excelente-ph-2-ambientes-en-planta-alta-59666933.html,Zonaprop,Villa Gregoria Matorras
59812585,PH,650000,53,12264,2,1,Villa Ballester,Lynch Pueyrredon 4400,EXACT,-34.564181431798,-58.564510345459,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-ph-2-amb-v.-ballester-gran-terraza-permuta-59812585.html,Zonaprop,Villa Pueyrredón
59076212,PH,450000,35,12857,2,1,Billinghurst,Alvear 6069,EXACT,-34.5780348,-58.5760209,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-ambientes-en-alquiler-59076212.html,Zonaprop,Billinghurst
59786371,PH,550000,40,13750,2,,San Andrés,Cordoba  al 3600,EXACT,-34.5570377,-58.5445809,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-san-andres-59786371.html,Zonaprop,Villa Ballester
59622225,PH,800000,60,13333,3,2,Villa Lynch,Canale 1400,EXACT,-34.59196,-58.545961,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-de-3-ambientes-con-patio-totalmente-reciclado-sin-59622225.html,Zonaprop,Villa Monteagudo
59357872,PH,650000,45,14444,3,1,Villa Ballester,Sargento Cabral  al 1300,EXACT,-34.5324106,-58.5540711,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-1-2-ambientes-con-terraza-59357872.html,Zonaprop,Villa Gregoria Matorras
59678297,PH,510000,37,13784,1,,Villa Ballester,ALEU 4045. Entre C 102 Parana y C 100 Entre Rios,EXACT,-34.5554684,-58.5498941,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-departamento-monoambiente.-aleu-4045-59678297.html,Zonaprop,Villa Ballester
57721975,PH,620000,60,10333,3,2,Villa Ballester,Congreso 448,EXACT,-34.56149292,-58.54713058,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3-ambientes-chico-planta-alta-57721975.html,Zonaprop,San Andrés
49318475,PH,800000,60,13333,3,2,San Andrés,Saavedra 2741,EXACT,-34.5590651,-58.5291977,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-departamento-p-h-1er-piso-al-frente-49318475.html,Zonaprop,Villa Parque San Lorenzo
59146504,PH,600000,90,6667,2,1,Villa Maipu,Estrada 2547,EXACT,-34.57130175545816,-58.52572274436471,https://www.zonaprop.com.ar/propiedades/clasificado/alclphpa-alquiler-de-ph-59146504.html,Zonaprop,Villa Maipu
59858885,PH,900000,95,9474,3,2,Villa Lynch,Avellaneda 2382,EXACT,-34.5793627,-58.54714629999999,https://www.zonaprop.com.ar/propiedades/clasificado/alclphpa-ph-tipo-departamento-de-3-ambientes-y-terraza-59858885.html,Zonaprop,San Martín Centro
59266601,PH,850000,65,13077,3,2,San Martín Centro,Bartolomé Mitre 4350,EXACT,-34.5807602,-58.54287979999999,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph.-3-ambientes-con-cochera-59266601.html,Zonaprop,San Martín Centro
59982618,PH,900000,120,7500,3,2,Villa Ballester,Junín 3900,EXACT,-34.5520769,-58.5726188,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-tres-ambientes-en-alquiler-59982618.html,Zonaprop,Villa Guido
AP20020584,Departamento,580000,51,11373,2,1,Centro,"Guemes 2100, Piso 7°",APPROX,-34.591274,-58.556769,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--20020584,Argenprop,Villa Ayacucho
AP20288106,Departamento,350000,25,14000,1,,General San Martin,INTENDENTE CAMPOS 1900,APPROX,-34.5782453,-58.535785,https://www.argenprop.com/departamento-en-alquiler-en-general-san-martin-1-ambiente--20288106,Argenprop,San Martín Centro
AP20220141,Departamento,560000,45,12444,2,1,San Andres,"Congreso 3200, Piso 1",APPROX,-34.563318,-58.544946,https://www.argenprop.com/departamento-en-alquiler-en-san-andres-2-ambientes--20220141,Argenprop,San Andrés
AP20262763,Departamento,900000,77,11688,3,2,Centro,"Juarez 4000, Piso 7",APPROX,-34.5817381,-58.5358473,https://www.argenprop.com/departamento-en-alquiler-en-centro-3-ambientes--20262763,Argenprop,San Martín Centro
AP7802600,Departamento,490000,40,12250,1,1,Villa Ballester,REPUBLICA 4600,APPROX,-34.5424932,-58.5557122,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-1-ambiente--7802600,Argenprop,Villa Ballester
AP15961813,Departamento,1100000,90,12222,3,2,Villa Ballester,"Pacifico Rodriguez 4900, Piso 3°",APPROX,-34.5491738,-58.5547677,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-3-ambientes--15961813,Argenprop,Villa Ballester
AP19813486,Departamento,550000,40,13750,2,,Villa Ballester,Alvear 2475,APPROX,-34.547755,-58.5521876,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-1-ambiente--19813486,Argenprop,Villa Ballester
AP20262296,Departamento,850000,65,13077,2,1,Centro,"Ayacucho 2200, Piso 5",APPROX,-34.5730379,-58.5358086,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--20262296,Argenprop,San Martín Centro
AP19648774,Departamento,500000,40,12500,2,1,Jose Leon Suarez,Sarmiento al 7536,APPROX,-34.5244394,-58.5730599,https://www.argenprop.com/departamento-en-alquiler-en-jose-leon-suarez-2-ambientes--19648774,Argenprop,Ciudad Jardín El Libertador
AP20256465,Departamento,700000,50,14000,2,1,San Andres,Congreso al 2900,APPROX,-34.561482,-58.5471084,https://www.argenprop.com/departamento-en-alquiler-en-san-andres-2-ambientes--20256465,Argenprop,San Andrés
AP20262030,Departamento,650000,54,12037,3,2,Centro,Félix Ballester 2500,APPROX,-34.575781,-58.54518,https://www.argenprop.com/departamento-en-alquiler-en-centro-3-ambientes--20262030,Argenprop,San Martín Centro
AP20223206,Departamento,600000,44,13636,2,1,Chilavert,Campichuelo al 2900,APPROX,-34.5557039,-58.58298,https://www.argenprop.com/departamento-en-alquiler-en-chilavert-2-ambientes--20223206,Argenprop,Villa Zapiola
AP20261758,Departamento,750000,51,14706,2,1,Centro,"Presidente Perón 3500, Piso 8",APPROX,-34.570761,-58.541402,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--20261758,Argenprop,San Andrés
AP20100420,Departamento,600000,47,12766,2,1,Villa Ballester,Almirante Brown al 3100,APPROX,-34.5549408,-58.5536545,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--20100420,Argenprop,Villa Las Heras
AP20260980,Departamento,550000,42,13095,2,1,Centro,"Pellegrini 1900, Piso 3",APPROX,-34.579594,-58.537324,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--20260980,Argenprop,San Martín Centro
AP19478113,Departamento,950000,64,14844,3,2,Centro,Salguero 2100,APPROX,-34.572724,-58.5407717,https://www.argenprop.com/departamento-en-alquiler-en-centro-3-ambientes--19478113,Argenprop,San Martín Centro
AP20260649,Departamento,590000,46,12826,3,2,Villa Lynch,"ROGELIO VIDAL 4900, Piso 3",APPROX,-34.5760052,-58.5458515,https://www.argenprop.com/departamento-en-alquiler-en-villa-lynch-3-ambientes--20260649,Argenprop,San Martín Centro
AP20260519,Departamento,450000,33,13636,1,,General San Martin,"AV RICARDO BALBIN 2500, Piso 2",APPROX,-34.577091,-58.546735,https://www.argenprop.com/departamento-en-alquiler-en-general-san-martin-1-ambiente--20260519,Argenprop,San Martín Centro
AP19897794,Departamento,550000,45,12222,2,1,Centro,Felix Ballester 2200,APPROX,-34.578351,-58.541995,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--19897794,Argenprop,San Martín Centro
AP15743437,Departamento,600000,55,10909,3,2,General San Martin,"Salguero 2100, Piso 13°",APPROX,-34.572724,-58.5407717,https://www.argenprop.com/departamento-en-alquiler-en-general-san-martin-3-ambientes--15743437,Argenprop,San Martín Centro
AP20257898,Departamento,650000,68,9559,2,1,Chilavert,Lamadrid 2100,APPROX,-34.542123,-58.552624,https://www.argenprop.com/departamento-en-alquiler-en-chilavert-2-ambientes--20257898,Argenprop,Villa Ballester
AP19783186,Departamento,700000,60,11667,3,2,San Andres,ITALIA 300,APPROX,-34.5330667,-58.5609423,https://www.argenprop.com/departamento-en-alquiler-en-san-andres-3-ambientes--19783186,Argenprop,Villa Ballester
AP20086182,Departamento,450000,35,12857,2,1,Villa Bernardo Monteagudo,"BELGRANO 4978 , Piso 2",APPROX,-34.5529142,-58.5601946,https://www.argenprop.com/departamento-en-alquiler-en-villa-bernardo-monteagudo-2-ambientes--20086182,Argenprop,Villa Guido
AP20247979,Departamento,480000,46,10435,2,1,Villa Bonich,Jose Hernandez 4800,APPROX,-34.573422,-58.559134,https://www.argenprop.com/departamento-en-alquiler-en-villa-bonich-2-ambientes--20247979,Argenprop,Villa Pueyrredón
AP20247982,Departamento,450000,46,9783,2,1,Villa Bonich,Jose Hernandez 4800,APPROX,-34.573422,-58.559134,https://www.argenprop.com/departamento-en-alquiler-en-villa-bonich-2-ambientes--20247982,Argenprop,Villa Pueyrredón
AP20092600,Departamento,750000,50,15000,2,1,Jose Leon Suarez,"C 75 ARTIGAS 6900, Piso 5",APPROX,-34.5428131,-58.5704839,https://www.argenprop.com/departamento-en-alquiler-en-jose-leon-suarez-2-ambientes--20092600,Argenprop,Villa Godoy Cruz
AP20124566,Departamento,550000,38,14474,1,,San Andres,"Intendente Ballester 3000, Piso 3°",APPROX,-34.562268,-58.54378,https://www.argenprop.com/departamento-en-alquiler-en-san-andres-1-ambiente--20124566,Argenprop,San Andrés
AP19948456,Departamento,560000,39,14359,2,1,Villa Maipu,"Almafuerte 2100, Piso 3°",APPROX,-34.569599,-58.529512,https://www.argenprop.com/departamento-en-alquiler-en-villa-maipu-2-ambientes--19948456,Argenprop,Villa Maipu
AP20099195,Departamento,830000,60,13833,3,2,General San Martin,"Dr. RamÓn Carrillo 2200, Piso 8°",APPROX,-34.5756372,-58.538923,https://www.argenprop.com/departamento-en-alquiler-en-general-san-martin-3-ambientes--20099195,Argenprop,San Martín Centro
AP7779731,Departamento,1100000,78,14103,3,2,General San Martin,"Mitre 3800, Piso 6°",APPROX,-34.544383,-58.57713,https://www.argenprop.com/departamento-en-alquiler-en-general-san-martin-3-ambientes--7779731,Argenprop,Villa Godoy Cruz
AP20253177,Departamento,680000,46,14783,2,1,Villa Ballester,Lavalle al 2300,APPROX,-34.549571,-58.55653,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--20253177,Argenprop,Villa Ballester
AP20059697,Departamento,550000,40,13750,2,1,San Andres,Felix Ballester 2800,APPROX,-34.573196,-58.548394,https://www.argenprop.com/departamento-en-alquiler-en-san-andres-2-ambientes--20059697,Argenprop,Villa Yapeyú
AP20170875,Departamento,570000,38,15000,2,1,Villa Ballester,General Paz 2800 2°,APPROX,-34.5483198,-58.5575612,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--20170875,Argenprop,Villa Ballester
AP20030750,Departamento,850000,64,13281,3,2,San Andres,Tucuman al 3200,APPROX,-34.5576442,-58.5876996,https://www.argenprop.com/departamento-en-alquiler-en-san-andres-3-ambientes--20030750,Argenprop,Ciudad Jardín El Libertador
AP20251044,Departamento,600000,40,15000,2,1,Villa Ballester,Artigas 6600,APPROX,-34.541034,-58.574106,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--20251044,Argenprop,Villa Godoy Cruz
AP20170475,Departamento,650000,45,14444,2,1,San Andres,Islas Malvinas al 3100,APPROX,-34.5628224,-58.5415461,https://www.argenprop.com/departamento-en-alquiler-en-san-andres-2-ambientes--20170475,Argenprop,San Andrés
AP20237939,Departamento,870000,60,14500,3,2,Villa Ballester,Lavalle al 2400,APPROX,-34.549571,-58.55653,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-3-ambientes--20237939,Argenprop,Villa Ballester
AP19946858,Departamento,900000,80,11250,3,2,Villa Bernardo Monteagudo,Vuelta De Obligado 4900,APPROX,-34.5916729,-58.5376505,https://www.argenprop.com/departamento-en-alquiler-en-villa-bernardo-monteagudo-3-ambientes--19946858,Argenprop,Villa Monteagudo
AP20244553,Departamento,430000,33,13030,1,,Villa Ballester,Artigas 6100,APPROX,-34.543727,-58.5695,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-1-ambiente--20244553,Argenprop,Villa Sucre
AP20244552,Departamento,430000,33,13030,1,,Villa Ballester,Artigas 6100,APPROX,-34.543727,-58.5695,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-1-ambiente--20244552,Argenprop,Villa Sucre
AP20139188,Departamento,650000,53,12264,2,1,Villa Ballester,"Marengo 4400, Piso 2°",APPROX,-34.552612,-58.55233,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--20139188,Argenprop,Villa Ballester
AP20238573,Departamento,700000,55,12727,2,1,Villa Ballester,"Alvear 2300, Piso 7",APPROX,-34.546627,-58.550358,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--20238573,Argenprop,Villa Ballester
AP20241961,Departamento,540000,36,15000,2,1,Centro,CERRITO 2200,APPROX,-34.5743322,-58.5373517,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--20241961,Argenprop,San Martín Centro
AP19774305,Departamento,650000,47,13830,2,1,Villa Ballester,San Juan al 4400,APPROX,-34.5492798,-58.5491018,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--19774305,Argenprop,Villa Ballester
AP20058455,Departamento,750000,57,13158,3,2,Villa Ballester,Lacroze al 4900,APPROX,-34.5483607,-58.5538414,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-3-ambientes--20058455,Argenprop,Villa Ballester
AP20206930,Departamento,500000,35,14286,1,,Jose Leon Suarez,Sáenz Peña al 3100,APPROX,-34.5525757,-58.60294,https://www.argenprop.com/departamento-en-alquiler-en-jose-leon-suarez-1-ambiente--20206930,Argenprop,Ciudad Jardín El Libertador
AP18139478,Departamento,900000,65,13846,3,2,Villa Ballester,"Buenos Aires 5000, Piso 6°",APPROX,-34.5457295,-58.5518074,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-3-ambientes--18139478,Argenprop,Villa Ballester
AP20015490,Departamento,700000,60,11667,3,2,General San Martin,"Ituzaingo 1800, Piso 1°",APPROX,-34.537038,-58.554183,https://www.argenprop.com/departamento-en-alquiler-en-general-san-martin-3-ambientes--20015490,Argenprop,Villa Gregoria Matorras
AP2416825,Departamento,500000,38,13158,1,,Villa Ballester,"61-LACROZE 4600, Piso 2",APPROX,-34.5436807,-58.5596234,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-1-ambiente--2416825,Argenprop,Villa Ballester
AP4808175,Departamento,630000,50,12600,2,1,Villa Ballester,"Almirante Brown 3100, Piso 3",APPROX,-34.5549408,-58.5536545,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--4808175,Argenprop,Villa Las Heras
AP16112564,Departamento,580000,42,13810,2,1,Villa Ballester,Pacífico Rodriguez 4900,APPROX,-34.5491738,-58.5547677,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--16112564,Argenprop,Villa Ballester
AP20223944,Departamento,880000,72,12222,3,2,Villa Ballester,Alvear 2300,APPROX,-34.546627,-58.550358,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-3-ambientes--20223944,Argenprop,Villa Ballester
AP19635522,Departamento,990000,90,11000,3,2,Villa Ballester,"Pacifico Rodriguez 4900, Piso 2°",APPROX,-34.5491738,-58.5547677,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-3-ambientes--19635522,Argenprop,Villa Ballester
AP20157855,Departamento,1300000,90,14444,3,2,Centro,"Salguero 2100, Piso 1°",APPROX,-34.572724,-58.5407717,https://www.argenprop.com/departamento-en-alquiler-en-centro-3-ambientes--20157855,Argenprop,San Martín Centro
AP20221651,Departamento,580000,50,11600,2,1,Villa Ballester,Alvear 1500,APPROX,-34.54158,-58.544417,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--20221651,Argenprop,Villa Gregoria Matorras
AP19184841,Departamento,650000,45,14444,2,1,Villa Ballester,Pacifico Rodriguez al 4900,APPROX,-34.5465006,-58.5579296,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--19184841,Argenprop,Villa Ballester
AP15826544,Departamento,620000,43,14419,2,1,General San Martin,"Bernardino Rivadavia 3600, Piso 6",APPROX,-34.573137,-58.539996,https://www.argenprop.com/departamento-en-alquiler-en-general-san-martin-2-ambientes--15826544,Argenprop,San Martín Centro
AP19474270,Departamento,630000,47,13404,3,2,General San Martin,"Bonifacini 1900, Piso 1°",APPROX,-34.5775558,-58.5349724,https://www.argenprop.com/departamento-en-alquiler-en-general-san-martin-3-ambientes--19474270,Argenprop,San Martín Centro
AP19827850,Departamento,400000,27,14815,1,,Centro,Caseros 2100,APPROX,-34.5481207,-58.5639168,https://www.argenprop.com/departamento-en-alquiler-en-centro-1-ambiente--19827850,Argenprop,Villa Guido
AP16792391,Departamento,400000,33,12121,1,,Centro,"Moreno 3300, Piso 3°",APPROX,-34.5315018,-58.5553037,https://www.argenprop.com/departamento-en-alquiler-en-centro-1-ambiente--16792391,Argenprop,Villa Gregoria Matorras
AP20163706,Departamento,600000,45,13333,2,1,Centro,"Cochabamba 2200, Piso 7°",APPROX,-34.5736706,-58.536567,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--20163706,Argenprop,San Martín Centro
AP19870488,Departamento,470000,35,13429,1,,Villa Ballester,"Vicente López 3000, Piso 3",APPROX,-34.5524335,-58.5562722,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-1-ambiente--19870488,Argenprop,Villa Guido
AP20093057,Departamento,350000,30,11667,1,,Billinghurst,Suipacha 5900,APPROX,-34.57205,-58.579503,https://www.argenprop.com/departamento-en-alquiler-en-billinghurst-1-ambiente--20093057,Argenprop,Billinghurst
AP19874430,Departamento,1150000,102,11275,3,2,Centro,Sarmiento 1900,APPROX,-34.57632,-58.533445,https://www.argenprop.com/departamento-en-alquiler-en-centro-3-ambientes--19874430,Argenprop,San Martín Centro
AP20215229,Departamento,570000,40,14250,2,1,Billinghurst,Guido Spano al 5500,APPROX,-34.5822012,-58.5726005,https://www.argenprop.com/departamento-en-alquiler-en-billinghurst-2-ambientes--20215229,Argenprop,Billinghurst
AP20215116,Departamento,700000,60,11667,3,2,Villa Libertad,Av. Presidente Peron al 5800,APPROX,-34.5896507,-58.5640409,https://www.argenprop.com/departamento-en-alquiler-en-villa-libertad-3-ambientes--20215116,Argenprop,Villa Libertad
AP19826683,Departamento,850000,65,13077,3,2,Villa Ballester,Alberdi al 4400,APPROX,-34.5504415,-58.5512641,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-3-ambientes--19826683,Argenprop,Villa Ballester
AP20190776,Departamento,590000,48,12292,2,1,Centro,"Cochabamba 2200, Piso 7",APPROX,-34.5736706,-58.536567,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--20190776,Argenprop,San Martín Centro
AP19310983,Departamento,420000,35,12000,1,,Villa Ballester,Republica 5000,APPROX,-34.5457295,-58.5518074,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-1-ambiente--19310983,Argenprop,Villa Ballester
AP20069497,Departamento,550000,47,11702,2,1,Centro,"Félix Ballester 2200, Piso 3",APPROX,-34.578351,-58.541995,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--20069497,Argenprop,San Martín Centro
AP15622721,Departamento,650000,45,14444,3,2,Villa Ballester,"Pueyrredón 1900, Piso 1",APPROX,-34.5511206,-58.5534574,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-3-ambientes--15622721,Argenprop,Villa Ballester
AP20139111,Departamento,570000,40,14250,2,1,Villa Ballester,C 41 ITALIA 200,APPROX,-34.5366112,-58.5563112,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--20139111,Argenprop,Villa Gregoria Matorras
AP20185694,Departamento,500000,45,11111,2,1,Centro,Pellegrini 1700,APPROX,-34.5812574,-58.5352372,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--20185694,Argenprop,San Martín Centro
AP19459397,Departamento,750000,55,13636,3,2,Centro,Pellegrini 2000,APPROX,-34.578741,-58.538355,https://www.argenprop.com/departamento-en-alquiler-en-centro-3-ambientes--19459397,Argenprop,San Martín Centro
AP20164731,Departamento,400000,37,10811,2,1,General San Martin,Einstein 5400,APPROX,-34.554556,-58.592296,https://www.argenprop.com/departamento-en-alquiler-en-general-san-martin-2-ambientes--20164731,Argenprop,Ciudad Jardín El Libertador
AP20068068,Departamento,500000,35,14286,1,,Villa Ballester,Ballester 4800,APPROX,-34.54828,-58.552255,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-1-ambiente--20068068,Argenprop,Villa Ballester
AP15682905,Departamento,550000,43,12791,1,,Centro,"Riobamba 2300, Piso 1°",APPROX,-34.571556,-58.535972,https://www.argenprop.com/departamento-en-alquiler-en-centro-1-ambiente--15682905,Argenprop,San Martín Centro
AP11054995,Departamento,690000,50,13800,2,1,Villa Ballester,Azopardo 4600,APPROX,-34.559822,-58.561277,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--11054995,Argenprop,Villa Las Heras
AP11984507,Departamento,350000,30,11667,1,,Villa Ballester,"Yapeyu 5200, Piso 1°",APPROX,-34.555279,-58.567111,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-1-ambiente--11984507,Argenprop,Villa Guido
AP20003546,Departamento,320000,25,12800,1,,San Andres,Campos 1300,APPROX,-34.5625884,-58.5414089,https://www.argenprop.com/departamento-en-alquiler-en-san-andres-1-ambiente--20003546,Argenprop,Villa Marqués de Aguado
AP19729520,Departamento,380000,38,10000,2,1,Billinghurst,Primera Junta 5600,APPROX,-34.5723765,-58.5721568,https://www.argenprop.com/departamento-en-alquiler-en-billinghurst-2-ambientes--19729520,Argenprop,Billinghurst
AP18722401,Departamento,600000,52,11538,2,1,Villa Ballester,Independencia 4900,APPROX,-34.5498746,-58.5556224,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--18722401,Argenprop,Villa Ballester
AP19738806,Departamento,600000,60,10000,3,2,San Andres,Bolivia 3200,APPROX,-34.5616051,-58.5429855,https://www.argenprop.com/departamento-en-alquiler-en-san-andres-3-ambientes--19738806,Argenprop,San Andrés
AP16541684,Departamento,550000,38,14474,2,1,Villa Ballester,"Marengo 4500, Piso 1°",APPROX,-34.5519978,-58.5530827,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--16541684,Argenprop,Villa Ballester
AP19644056,Departamento,690000,54,12778,3,2,Villa Ballester,Sarmiento 6000,APPROX,-34.5363664,-58.5584316,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-3-ambientes--19644056,Argenprop,Villa Ballester
AP20173962,Departamento,650000,53,12264,2,1,Villa Ballester,Enrique Marengo 4400,APPROX,-34.552612,-58.55233,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--20173962,Argenprop,Villa Ballester
AP20178641,Departamento,375000,40,9375,2,1,Villa Ballester,"Formosa 5600, Piso 1",APPROX,-34.551785,-58.570228,https://www.argenprop.com/departamento-en-alquiler-en-villa-ballester-2-ambientes--20178641,Argenprop,Villa Guido
AP19391218,Departamento,550000,50,11000,2,1,Jose Leon Suarez,12 de Octubre al 6500,APPROX,-34.5382326,-58.5733744,https://www.argenprop.com/departamento-en-alquiler-en-jose-leon-suarez-2-ambientes--19391218,Argenprop,Villa Godoy Cruz
AP20072010,Departamento,550000,53,10377,2,1,Jose Leon Suarez,Esmeralda al 7100,APPROX,-34.5338071,-58.576768,https://www.argenprop.com/departamento-en-alquiler-en-jose-leon-suarez-2-ambientes--20072010,Argenprop,Ciudad Jardín El Libertador
AP20173197,Departamento,1000000,69,14493,3,2,Centro,"Ayacucho 2200, Piso 8",APPROX,-34.5730379,-58.5358086,https://www.argenprop.com/departamento-en-alquiler-en-centro-3-ambientes--20173197,Argenprop,San Martín Centro
AP20064314,Departamento,900000,60,15000,3,2,Villa Maipu,Marcelo Torcuato de Alvear 1600,APPROX,-34.5679642,-58.5164324,https://www.argenprop.com/departamento-en-alquiler-en-villa-maipu-3-ambientes--20064314,Argenprop,Villa Maipu
AP19601793,Departamento,550000,50,11000,2,1,Centro,Pueyrredon al 4000,APPROX,-34.5712921,-58.5625402,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--19601793,Argenprop,Villa Pueyrredón
AP19234523,Departamento,300000,21,14286,1,,Villa Bonich,Suipacha 3900,APPROX,-34.571681,-58.564727,https://www.argenprop.com/departamento-en-alquiler-en-villa-bonich-1-ambiente--19234523,Argenprop,Villa Pueyrredón
AP13102467,Departamento,450000,30,15000,2,1,General San Martin,"Matheu 4700, Piso 1",APPROX,-34.5821077,-58.5466159,https://www.argenprop.com/departamento-en-alquiler-en-general-san-martin-2-ambientes--13102467,Argenprop,San Martín Centro
